"sex","age","race","education","state","division","region","ideology","party.id","vote.2008","obama","romney","other","state.last.vote.share"
"female","18-29","white","high school graduate","WV","SA","S","moderate","independent/other","did not vote in 2008",1,0,0,0.4333
"female","30-44","hispanic","college graduate","NJ","MA","NE","liberal","democrat","democrat",1,0,0,0.5786
"male","18-29","white","high school graduate","WV","SA","S","liberal","republican","did not vote in 2008",0,1,0,0.4333
"male","30-44","white","some college","IA","WNC","MW","moderate","republican","did not vote in 2008",0,0,1,0.5485
"male","45-64","other","some college","AZ","M","W","conservative","republican","republican",0,1,0,0.4569
"male","65+","white","high school graduate","DE","MA","S","liberal","democrat","democrat",1,0,0,0.6264
"male","18-29","hispanic","less than high school","NM","M","W","liberal","independent/other","democrat",0,0,1,0.5766
"male","18-29","white","high school graduate","MD","MA","S","moderate","republican","democrat",2,0,0,0.6293
"male","30-44","black","high school graduate","AZ","M","W","moderate","democrat","did not vote in 2008",1,0,0,0.4569
"male","30-44","hispanic","college graduate","UT","M","W","moderate","independent/other","democrat",0,1,0,0.3547
"female","45-64","white","high school graduate","FL","SA","S","conservative","democrat","did not vote in 2008",1,0,0,0.5142
"male","18-29","white","high school graduate","WI","ENC","MW","conservative","independent/other","other",0,1,0,0.5706
"male","18-29","white","less than high school","IN","ENC","MW","moderate","republican","democrat",1,1,0,0.5052
"male","18-29","other","some college","WI","ENC","MW","moderate","democrat","democrat",1,0,0,0.5706
"male","18-29","white","some college","VT","NE","NE","moderate","independent/other","did not vote in 2008",1,0,0,0.689
"female","18-29","white","college graduate","NC","SA","S","moderate","independent/other","republican",0,1,0,0.5017
"male","30-44","white","some college","MD","MA","S","liberal","republican","other",0,1,0,0.6293
"female","65+","black","college graduate","NJ","MA","NE","moderate","democrat","democrat",1,0,0,0.5786
"male","18-29","white","college graduate","ID","M","W","moderate","independent/other","republican",0,1,0,0.3698
"female","18-29","other","some college","DE","MA","S","liberal","democrat","democrat",1,0,0,0.6264
"male","18-29","white","some college","LA","WSC","S","liberal","republican","republican",0,1,0,0.4054
"male","65+","white","college graduate","MS","ESC","S","moderate","republican","republican",0,1,0,0.4336
"male","18-29","white","college graduate","NM","M","W","liberal","independent/other","other",0,0,1,0.5766
"male","45-64","white","college graduate","MD","MA","S","liberal","democrat","republican",1,0,0,0.6293
"male","18-29","white","college graduate","DC","MA","S","conservative","republican","democrat",1,0,0,0.934
"male","18-29","other","college graduate","NJ","MA","NE","moderate","democrat","democrat",1,0,0,0.5786
"male","30-44","white","some college","MA","NE","NE","liberal","independent/other","republican",0,1,0,0.632
"male","65+","white","college graduate","GA","SA","S","moderate","independent/other","republican",1,0,0,0.4737
"male","18-29","white","less than high school","MI","ENC","MW","conservative","democrat","did not vote in 2008",1,0,0,0.5837
"female","30-44","hispanic","some college","CA","P","W","moderate","independent/other","republican",0,1,0,0.6228
"male","18-29","black","college graduate","NC","SA","S","liberal","independent/other","did not vote in 2008",1,0,0,0.5017
"male","18-29","white","less than high school","GA","SA","S","liberal","republican","democrat",1,0,0,0.4737
"male","30-44","black","some college","FL","SA","S","moderate","independent/other","did not vote in 2008",1,0,0,0.5142
"male","18-29","other","high school graduate","IN","ENC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.5052
"male","65+","black","less than high school","KY","ESC","S","liberal","republican","democrat",1,0,0,0.4177
"female","18-29","black","high school graduate","CA","P","W","moderate","independent/other","democrat",0,0,1,0.6228
"male","30-44","black","less than high school","IL","ENC","MW","moderate","democrat","democrat",2,0,0,0.6273
"male","18-29","black","some college","OK","WSC","S","moderate","democrat","democrat",1,0,0,0.3435
"male","18-29","black","less than high school","MD","MA","S","moderate","democrat","democrat",2,0,0,0.6293
"female","18-29","black","less than high school","KY","ESC","S","moderate","independent/other","democrat",1,0,0,0.4177
"male","18-29","other","college graduate","MN","WNC","MW","moderate","independent/other","other",1,0,0,0.5523
"female","18-29","white","less than high school","PA","MA","NE","conservative","independent/other","democrat",1,0,0,0.5523
"male","45-64","white","high school graduate","MD","MA","S","moderate","democrat","republican",0,0,1,0.6293
"male","30-44","white","high school graduate","SC","SA","S","liberal","independent/other","other",1,0,0,0.4546
"male","18-29","white","some college","CT","NE","NE","moderate","democrat","did not vote in 2008",1,0,0,0.6132
"male","18-29","other","high school graduate","OR","P","W","moderate","democrat","democrat",1,0,0,0.5841
"male","30-44","white","some college","MI","ENC","MW","conservative","democrat","republican",1,0,0,0.5837
"male","65+","white","high school graduate","VA","SA","S","moderate","independent/other","republican",0,1,0,0.5318
"male","18-29","black","college graduate","MI","ENC","MW","liberal","democrat","democrat",1,0,0,0.5837
"male","45-64","white","high school graduate","PA","MA","NE","conservative","independent/other","republican",0,1,0,0.5523
"male","18-29","white","some college","NJ","MA","NE","liberal","independent/other","republican",0,1,0,0.5786
"male","18-29","hispanic","less than high school","VA","SA","S","moderate","republican","did not vote in 2008",0,1,0,0.5318
"male","30-44","white","college graduate","WV","SA","S","conservative","republican","did not vote in 2008",0,1,0,0.4333
"male","30-44","other","some college","HI","P","W","conservative","independent/other","did not vote in 2008",1,0,0,0.7299
"female","18-29","black","some college","AL","ESC","S","moderate","independent/other","democrat",1,0,0,0.3911
"female","45-64","white","high school graduate","NY","MA","NE","moderate","republican","did not vote in 2008",0,0,1,0.6358
"male","30-44","hispanic","high school graduate","NJ","MA","NE","conservative","independent/other","democrat",1,0,0,0.5786
"male","30-44","white","some college","NJ","MA","NE","liberal","independent/other","republican",0,1,0,0.5786
"male","65+","white","less than high school","MO","WNC","MW","liberal","democrat","democrat",1,0,0,0.4993
"male","18-29","black","high school graduate","VA","SA","S","liberal","independent/other","republican",0,0,1,0.5318
"male","18-29","hispanic","college graduate","KS","WNC","MW","moderate","democrat","democrat",1,0,0,0.4239
"male","18-29","other","less than high school","VA","SA","S","moderate","democrat","democrat",1,0,0,0.5318
"female","18-29","black","less than high school","PA","MA","NE","moderate","democrat","democrat",1,0,0,0.5523
"female","30-44","white","college graduate","NJ","MA","NE","moderate","independent/other","democrat",0,1,0,0.5786
"male","18-29","black","high school graduate","KS","WNC","MW","liberal","democrat","democrat",3,0,0,0.4239
"male","18-29","white","college graduate","MD","MA","S","moderate","independent/other","republican",0,1,0,0.6293
"male","18-29","white","some college","MO","WNC","MW","moderate","republican","democrat",0,1,0,0.4993
"male","30-44","other","high school graduate","FL","SA","S","moderate","independent/other","democrat",1,0,0,0.5142
"female","18-29","black","some college","CA","P","W","liberal","democrat","democrat",1,0,0,0.6228
"male","18-29","white","high school graduate","KS","WNC","MW","conservative","democrat","did not vote in 2008",1,0,0,0.4239
"male","18-29","white","less than high school","MO","WNC","MW","conservative","independent/other","did not vote in 2008",0,1,0,0.4993
"male","18-29","hispanic","some college","OH","ENC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.5233
"male","18-29","white","high school graduate","SC","SA","S","moderate","republican","democrat",0,1,0,0.4546
"male","18-29","other","high school graduate","NV","M","W","moderate","independent/other","democrat",1,0,0,0.5639
"female","45-64","white","some college","NY","MA","NE","conservative","democrat","democrat",1,0,0,0.6358
"male","30-44","other","college graduate","NJ","MA","NE","liberal","republican","democrat",1,0,0,0.5786
"male","18-29","hispanic","high school graduate","WI","ENC","MW","liberal","independent/other","did not vote in 2008",1,0,0,0.5706
"female","18-29","black","high school graduate","IL","ENC","MW","moderate","independent/other","democrat",1,0,0,0.6273
"male","18-29","other","high school graduate","NY","MA","NE","conservative","independent/other","did not vote in 2008",1,0,0,0.6358
"male","30-44","white","some college","MT","M","W","liberal","democrat","democrat",2,0,0,0.4877
"male","18-29","hispanic","high school graduate","CT","NE","NE","moderate","independent/other","democrat",1,0,0,0.6132
"male","18-29","hispanic","some college","DE","MA","S","moderate","democrat","did not vote in 2008",1,0,0,0.6264
"male","30-44","white","high school graduate","NC","SA","S","moderate","independent/other","democrat",0,1,0,0.5017
"male","30-44","other","college graduate","NC","SA","S","moderate","republican","did not vote in 2008",0,1,0,0.5017
"male","18-29","black","some college","KS","WNC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.4239
"male","30-44","black","high school graduate","OH","ENC","MW","moderate","independent/other","other",0,0,1,0.5233
"male","18-29","hispanic","high school graduate","FL","SA","S","liberal","independent/other","democrat",2,0,0,0.5142
"male","65+","white","less than high school","OK","WSC","S","moderate","independent/other","did not vote in 2008",0,0,1,0.3435
"male","18-29","hispanic","high school graduate","NY","MA","NE","conservative","democrat","did not vote in 2008",1,0,0,0.6358
"male","30-44","white","less than high school","NC","SA","S","moderate","democrat","did not vote in 2008",0,1,0,0.5017
"male","30-44","white","less than high school","KY","ESC","S","liberal","democrat","did not vote in 2008",0,0,1,0.4177
"male","18-29","other","high school graduate","RI","NE","NE","moderate","independent/other","did not vote in 2008",0,0,1,0.642
"male","18-29","hispanic","college graduate","VA","SA","S","moderate","democrat","democrat",1,0,0,0.5318
"male","18-29","hispanic","high school graduate","OH","ENC","MW","conservative","democrat","democrat",1,0,0,0.5233
"male","45-64","black","less than high school","LA","WSC","S","conservative","democrat","democrat",1,0,0,0.4054
"male","18-29","hispanic","high school graduate","NM","M","W","moderate","republican","democrat",0,1,0,0.5766
"female","18-29","black","less than high school","GA","SA","S","conservative","democrat","democrat",1,0,0,0.4737
"male","18-29","hispanic","less than high school","NY","MA","NE","moderate","independent/other","other",1,0,0,0.6358
"male","18-29","hispanic","college graduate","MI","ENC","MW","moderate","democrat","democrat",1,0,0,0.5837
"male","30-44","black","less than high school","MI","ENC","MW","liberal","independent/other","democrat",1,0,0,0.5837
"male","30-44","black","some college","PA","MA","NE","conservative","democrat","democrat",1,0,0,0.5523
"female","30-44","black","some college","IL","ENC","MW","conservative","republican","did not vote in 2008",1,0,0,0.6273
"male","18-29","other","high school graduate","NC","SA","S","moderate","independent/other","democrat",2,0,0,0.5017
"male","18-29","black","high school graduate","TN","ESC","S","liberal","democrat","democrat",1,0,0,0.4237
